antal	antal		sb.	11002027
-ant	-an		suffiks	11001608
ant-	anti-		præfiks	11002036
-ant	-ant		suffiks	11002020
ante-	ante-		præfiks	11002030
-ante	-ant		suffiks	11002020
anti-	ante-		præfiks	11002030
anti-	anti-		præfiks	11002036
antik	antik	1	sb.	11002051
antik	antik	2	adj.	11002052
antog	antage		vb.	11002022
antyd	antyde		vb.	11002106
anus	anus		sb.	11002113
anus'	anus		sb.	11002113
anv.	anv.		fork.	11002114
anvis	anvise		vb.	11002119
anæmi	anæmi		sb.	11002121
aorta	aorta		sb.	11002126
apati	apati		sb.	11002131
API	API		sb.	41000889
api	API		sb.	41000889
API's	API		sb.	41000889
api's	API		sb.	41000889
apnø	apnø		sb.	11002136
apnøs	apnø		sb.	11002136
app-	ad-		præfiks	11000138
app	app		sb.	41000540
appel	appel		sb.	11002172
appen	app		sb.	41000540
apper	app		sb.	41000540
apps	app		sb.	41000540
apr.	apr.		fork.	11002208
april	april		sb.	11002209
ApS	ApS		fork.	11002217
apsis	apsis		sb.	11002218
apter	aptere		vb.	11002219
APV	APV		sb.	30000267
apv	APV		sb.	30000267
APV's	APV		sb.	30000267
apv's	APV		sb.	30000267
ara	ara		sb.	11002224
araen	ara		sb.	11002224
araer	ara		sb.	11002224
ar	ar	1	sb.	11002222
ar	ar	2	sb.	11002223
ar	arre		vb.	11002514
Ar	Ar		symbol	46000890
aras	ara		sb.	11002224
arb.	arb.		fork.	11002239
ard	ard		sb.	11002407
arden	ard		sb.	11002407
arder	ard		sb.	11002407
ards	ard		sb.	11002407
areal	areal		sb.	11002408
arena	arena		sb.	11002409
aren	ar	2	sb.	11002223
arene	ar	2	sb.	11002223
arens	ar	2	sb.	11002223
arg	arg		adj.	11002410
arge	arg		adj.	11002410
arges	arg		adj.	11002410
argon	argon		sb.	11002413
argot	argot		sb.	11002414
argt	arg		adj.	11002410
argts	arg		adj.	11002410
arh	arh		udråbsord	11002419
arie	arie		sb.	11002421
arien	arie		sb.	11002421
arier	arier		sb.	11002422
arier	arie		sb.	11002421
aries	arie		sb.	11002421
arild	arild		sb.	11002424
arisk	arisk		adj.	11002425
ark	ark	1	sb.	11002432
ark	ark	2	sb.	11002433
arken	ark	2	sb.	11002433
arker	ark	2	sb.	11002433
arket	ark	1	sb.	11002432
-arki	-arki		suffiks	11002443
arkiv	arkiv		sb.	11002453
arks	ark	1	sb.	11002432
arks	ark	2	sb.	11002433
arm	arm	1	sb.	11002463
arm	arm	2	adj.	11002464
arme	arm	1	sb.	11002463
arme	arm	2	adj.	11002464
arme	armé		sb.	11002474
armé	armé		sb.	11002474
armen	arm	1	sb.	11002463
armer	armere		vb.	11002478
armes	arm	1	sb.	11002463
armes	arm	2	adj.	11002464
